,publisher,review_type,review_date,title,content_rating,genre,original_release_date,streaming_release_date,runtime,production_company,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,review_score,year,country,imdb_plot,imdb_score,imdb_count,review_negative,review_neutral,review_positive,review_compound,consensus_negative,consensus_neutral,consensus_positive,consensus_compound,score
442276,CinemaBlend,Fresh,2003-01-24,Shanghai Knights,PG-13,Action & Adventure,2003-02-07,2016-03-22,114.0,Touchstone Pictures,Fresh,66.0,151.0,Rotten,54.0,334780.0,70.0,2003,USA,"When a Chinese rebel murders Chon's estranged father and escapes to England, Chon and Roy make their way to London with revenge on their minds.",62.0,98824.0,0.292,0.621,0.087,-0.6486,0.096,0.603,0.301,0.5789,60.75
442385,Filmcritic.com,Fresh,2000-01-01,Shanghai Noon,PG-13,Action & Adventure,2000-05-26,2015-12-10,110.0,Buena Vista Internationa,Fresh,79.0,134.0,Fresh,65.0,414949.0,80.0,2000,USA,"A Chinese man travels to the Wild West to rescue a kidnapped Princess. After teaming up with a train robber, the unlikely duo takes on a Chinese traitor and his corrupt boss.",66.0,117582.0,0.0,1.0,0.0,0.0,0.0,0.759,0.241,0.836,70.31
442454,E! Online,Rotten,2011-09-02,Shark Night 3D,PG-13,Horror,2011-09-02,2012-01-02,91.0,Relativity Media,Rotten,18.0,71.0,Rotten,22.0,28648.0,50.0,2011,USA,A weekend at a lake house in the Louisiana Gulf turns into a nightmare for seven vacationers as they are subjected to shark attacks.,40.0,24398.0,0.221,0.686,0.093,-0.6494,0.238,0.645,0.117,-0.4599,28.73
442514,Slant Magazine,Rotten,2004-09-26,Shark Tale,PG,Action & Adventure,2004-10-01,2015-11-25,90.0,DreamWorks SKG,Rotten,36.0,183.0,Rotten,49.0,682828.0,25.0,2004,USA,"When a son of a gangster shark boss is accidentally killed while on the hunt, his would-be prey and his vegetarian brother decide to use the incident to their own advantage.",60.0,163930.0,0.187,0.65,0.163,-0.0772,0.0,1.0,0.0,0.0,49.66
442658,Film Blather,Fresh,2003-09-09,Shattered Glass,PG-13,Drama,2003-10-31,2017-01-07,95.0,Lions Gate Films Inc.,Fresh,92.0,166.0,Fresh,79.0,22969.0,91.0,2003,USA,The story of a young journalist who fell from grace when it was discovered he fabricated over half of his articles from the publication The New Republic magazine.,71.0,32684.0,0.333,0.667,0.0,-0.4588,0.0,0.561,0.439,0.5719,80.15
442785,Film4,Fresh,2004-02-17,Shaun of the Dead,R,Action & Adventure,2004-09-24,2013-07-23,97.0,Focus Features,Fresh,91.0,210.0,Fresh,93.0,498465.0,80.0,2004,UK,A man's uneventful life is disrupted by the zombie apocalypse.,79.0,502322.0,0.306,0.278,0.417,0.2023,0.312,0.487,0.201,-0.5267,85.7
442938,Daily Telegraph (UK),Fresh,2015-01-24,Shaun the Sheep Movie,PG,Animation,2015-08-05,2016-06-01,85.0,Lionsgate,Fresh,99.0,169.0,Fresh,81.0,22690.0,80.0,2015,UK,"When Shaun decides to take the day off and have some fun, he gets a little more action than he bargained for. A mix up with the Farmer, a caravan and a very steep hill lead them all to the Big City and it's up to Shaun and the flock to return everyone safely to the green grass of home.",73.0,36275.0,0.0,0.915,0.085,0.4019,0.0,0.535,0.465,0.8834,83.5
443059,Entertainment Weekly,Fresh,1994-09-10,The Shawshank Redemption,R,Drama,1994-09-10,2008-08-15,142.0,Columbia Pictures,Fresh,91.0,75.0,Fresh,98.0,886485.0,67.0,1994,USA,"Two imprisoned men bond over a number of years, finding solace and eventual redemption through acts of common decency.",93.0,2278845.0,0.0,0.694,0.306,0.8625,0.165,0.6,0.235,0.1317,91.51
443110,Collider Video,Fresh,2019-03-23,Shazam!,PG-13,Action & Adventure,2019-04-05,2019-07-02,132.0,New Line Cinema,Fresh,90.0,404.0,Fresh,82.0,17056.0,90.0,2019,USA,A newly fostered young boy in search of his mother instead finds unexpected super powers and soon gains a powerful enemy.,71.0,240858.0,0.0,0.673,0.327,0.9582,0.0,0.598,0.402,0.902,79.01
443406,Slashfilm,Fresh,2020-03-19,She Dies Tomorrow,R,Comedy,2020-07-31,2020-08-07,84.0,NEON,Fresh,84.0,160.0,Rotten,23.0,165.0,80.0,2020,USA,Amy thinks she's dying tomorrow...and it's contagious.,52.0,1900.0,0.0,0.855,0.145,0.4382,0.0,0.909,0.091,0.25,57.65
443505,Goatdog's Movies,Fresh,2002-02-28,She Done Him Wrong,NR,Classics,1933-02-09,2015-09-10,66.0,MCA Universal Home Video,Fresh,91.0,22.0,Rotten,53.0,2240.0,80.0,1933,USA,"In the Gay Nineties, a seductive nightclub singer contends with several suitors, including a jealous escaped convict and a handsome temperance league member.",63.0,5256.0,0.0,0.833,0.167,0.5267,0.083,0.61,0.307,0.7579,70.03
443514,Deseret News (Salt Lake City),Rotten,2000-01-01,The Sheltering Sky,R,Action & Adventure,1990-01-01,2017-01-30,137.0,Warner Home Video,Rotten,50.0,26.0,Fresh,79.0,5480.0,37.5,1990,UK,"An American couple travel abroad to revitalize their relationship. But as the trip drags on, their attempt at recovering what they once had seems futile.",68.0,11354.0,0.359,0.578,0.063,-0.8832,0.0,0.852,0.148,0.5106,63.62
443524,One Guy's Opinion,Rotten,2018-03-23,Sherlock Gnomes,PG,Action & Adventure,2018-03-23,2018-04-24,86.0,Paramount Pictures,Rotten,27.0,66.0,Rotten,35.0,1623.0,33.0,2018,UK,"Garden gnomes, Gnomeo (James McAvoy) and Juliet (Emily Blunt), recruit renowned detective Sherlock Gnomes (Johnny Depp) to investigate the mysterious disappearance of other garden ornaments.",52.0,9816.0,0.0,0.238,0.762,0.4939,0.157,0.843,0.0,-0.4215,39.72
443578,Boxoffice Magazine,Fresh,2009-12-08,Sherlock Holmes,PG-13,Action & Adventure,2009-12-25,2013-06-20,128.0,Warner Bros. Pictures/Village Roadshow,Fresh,69.0,245.0,Fresh,77.0,769381.0,100.0,2009,USA,"When a couple of swindlers hold young Alice Faulkner against her will in order to discover the whereabouts of letters which could spell scandal for the royal family, Sherlock Holmes is on the case.",64.0,313.0,0.0,0.822,0.178,0.6597,0.0,0.699,0.301,0.9095,68.48
444322,HitFix,Fresh,2011-12-09,Sherlock Holmes: A Game of Shadows,PG-13,Action & Adventure,2011-12-16,2015-12-11,129.0,Warner Bros. Pictures,Rotten,59.0,227.0,Fresh,77.0,168495.0,75.0,2011,USA,"Detective Sherlock Holmes is on the trail of criminal mastermind Professor Moriarty, who is carrying out a string of random crimes across Europe.",75.0,413820.0,0.118,0.654,0.229,0.5267,0.0,0.664,0.336,0.8442,68.06
444498,Boxoffice Magazine,Fresh,2006-01-26,Sherrybaby,R,Drama,2006-09-08,2016-06-15,95.0,IFC,Fresh,75.0,67.0,Rotten,57.0,37570.0,60.0,2006,USA,Sherry tries to integrate again into society and become a good mother.,66.0,11341.0,0.158,0.673,0.17,0.1045,0.148,0.852,0.0,-0.3818,67.12
444546,Cinemaphile.org,Fresh,2000-01-01,She's All That,PG-13,Comedy,1999-01-29,2016-06-28,91.0,Miramax,Rotten,41.0,61.0,Rotten,55.0,393182.0,62.5,1999,USA,A high school jock makes a bet that he can turn an unattractive girl into the school's prom queen.,59.0,82824.0,0.0,0.569,0.431,0.8442,0.162,0.685,0.153,-0.0444,51.52
444588,BBC.com,Rotten,2014-08-29,She's Funny That Way,R,Comedy,2015-08-21,2016-08-23,93.0,Lionsgate Premiere,Rotten,44.0,96.0,Rotten,35.0,5524.0,40.0,2015,USA,"On the set of a playwright's new project, a love triangle forms between his wife, her ex-lover, and the call girl-turned-actress cast in the production.",61.0,23973.0,0.0,0.844,0.156,0.7269,0.174,0.548,0.279,0.6605,48.33
444653,eFilmCritic.com,Rotten,2000-01-01,She's Gotta Have It,R,Comedy,1986-08-08,2017-09-01,84.0,Twentieth Century Fox Home Entertainment,Fresh,91.0,32.0,Fresh,73.0,6642.0,40.0,1986,USA,Story of a woman and her three lovers.,67.0,11071.0,0.156,0.769,0.075,-0.2732,0.0,1.0,0.0,0.0,75.94
444663,Chicago Sun-Times,Rotten,2000-01-01,She's Having a Baby,PG-13,Comedy,1988-02-05,2016-08-03,105.0,Paramount Home Video,Rotten,40.0,40.0,Rotten,52.0,12077.0,50.0,1988,USA,Young newlyweds find out just how unprepared they are for their future together.,59.0,11156.0,0.092,0.757,0.151,0.3612,0.058,0.702,0.24,0.807,51.07
444678,Shared Darkness,Rotten,2010-03-10,She's Out of My League,R,Comedy,2010-03-12,2013-08-01,106.0,Paramount,Rotten,58.0,132.0,Rotten,59.0,106277.0,30.0,2010,USA,"An average Joe meets the perfect woman, but his lack of confidence and the influence of his friends and family begin to pick away at the relationship.",64.0,124762.0,0.056,0.738,0.206,0.6305,0.0,0.925,0.075,0.1406,59.69
444790,tonymedley.com,Fresh,2006-03-15,She's the Man,PG-13,Comedy,2006-03-17,2016-09-26,105.0,DreamWorks SKG,Rotten,43.0,113.0,Fresh,79.0,607643.0,70.0,2006,USA,"When her brother decides to ditch for a couple weeks, Viola heads over to his elite boarding school, disguised as him, and proceeds to fall for his school's star soccer player, and soon learns she's not the only one with romantic troubles.",63.0,143564.0,0.0,0.697,0.303,0.8271,0.119,0.777,0.104,-0.0772,59.33
444881,Chicago Sun-Times,Fresh,2000-01-01,Shine,PG-13,Drama,1996-11-20,2008-11-10,105.0,New Line Home Entertainment,Fresh,91.0,44.0,Fresh,90.0,30884.0,100.0,1996,Australia,"Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim.",77.0,50540.0,0.0,0.83,0.17,0.6956,0.0,0.483,0.517,0.9169,80.67
444907,eFilmCritic.com,Fresh,2000-01-01,The Shining,R,Drama,1980-05-23,2008-08-15,142.0,Warner Bros. Pictures,Fresh,84.0,93.0,Fresh,93.0,481937.0,90.0,1980,UK,"A family heads to an isolated hotel for the winter where a sinister presence influences the father into violence, while his psychic son sees horrific forebodings from both past and future.",84.0,869480.0,0.0,1.0,0.0,0.0,0.132,0.792,0.076,-0.1779,86.75
444959,Planet S Magazine,Rotten,2001-12-13,The Shipping News,R,Drama,2001-12-25,2016-11-08,111.0,Miramax Films,Rotten,55.0,132.0,Fresh,61.0,20726.0,60.0,2001,Canada,An emotionally beaten man with his young daughter moves to his ancestral home in Newfoundland to reclaim his life.,67.0,31614.0,0.14,0.86,0.0,-0.3818,0.124,0.876,0.0,-0.4019,60.69
445014,The Playlist,Fresh,2020-01-25,Shirley,R,Drama,2020-06-05,2020-06-04,107.0,NEON,Fresh,88.0,216.0,Rotten,56.0,288.0,91.0,2020,USA,A famous horror writer finds inspiration for her next book after she and her husband take in a young couple.,62.0,4612.0,0.0,1.0,0.0,0.0,0.067,0.737,0.196,0.6124,70.02
445145,Shockya.com,Rotten,2018-07-08,Shock and Awe,R,Drama,2018-07-13,2018-07-13,90.0,Vertical Entertainment and DIRECTV,Rotten,30.0,46.0,Rotten,38.0,382.0,57.99999999999999,2018,USA,"A group of journalists covering former President George W. Bush's planned invasion of Iraq in 2003 are skeptical of the President's claim that Saddam Hussein has ""weapons of mass destruction.""",62.0,5168.0,0.146,0.766,0.088,-0.1531,0.136,0.736,0.128,-0.0772,44.47
445175,Cinema em Cena,Rotten,2003-03-09,Shocker,R,Comedy,1989-10-27,2015-09-11,111.0,MCA Universal Home Video,Rotten,24.0,21.0,Rotten,31.0,11866.0,20.0,1989,USA,"After being sent to the electric chair, a serial killer uses electricity to come back from the dead and carry out his vengeance on the football player who turned him in to the police.",55.0,14570.0,0.099,0.901,0.0,-0.296,0.245,0.755,0.0,-0.7964,38.18
445186,EmanuelLevy.Com,Fresh,2007-08-10,Shoot 'Em Up,R,Action & Adventure,2007-09-07,2010-04-01,87.0,New Line Cinema,Fresh,67.0,161.0,Fresh,65.0,325433.0,75.0,2007,USA,"A man named Mr. Smith delivers a woman's baby during a shootout, and is then called upon to protect the newborn from the army of gunmen.",67.0,143090.0,0.073,0.727,0.2,0.6361,0.097,0.688,0.214,0.4391,65.19
445303,EmanuelLevy.Com,Rotten,2007-03-10,Shooter,R,Action & Adventure,2007-03-23,2013-08-01,126.0,Paramount Pictures,Rotten,47.0,149.0,Fresh,80.0,456528.0,50.0,2007,USA,"A marksman living in exile is coaxed back into action after learning of a plot to kill the President. After being double crossed for the attempt and on the run, he sets out for the real killer and the truth.",72.0,305429.0,0.271,0.512,0.218,-0.5994,0.275,0.725,0.0,-0.6908,63.02
445541,Filmcritic.com,Fresh,2001-08-04,The Shootist,PG,Action & Adventure,1976-08-20,2016-08-10,99.0,Paramount Home Video,Fresh,86.0,22.0,Fresh,88.0,9625.0,80.0,1976,USA,A dying gunfighter spends his last days looking for a way to die with a minimum of pain and a maximum of dignity.,76.0,21629.0,0.0,0.263,0.737,0.4215,0.0,0.847,0.153,0.5574,83.71
445551,Filmcritic.com,Fresh,2000-01-01,The Shop Around the Corner,NR,Classics,1940-01-01,2012-04-16,97.0,MGM,Fresh,100.0,32.0,Fresh,91.0,11930.0,80.0,1940,USA,"Two employees at a gift shop can barely stand each other, without realizing that they are falling in love through the post as each other's anonymous pen pal.",81.0,26822.0,0.0,0.435,0.565,0.7579,0.0,0.68,0.32,0.8689,89.85
445569,Film Freak Central,Rotten,2005-09-08,Shopgirl,R,Comedy,2005-10-21,2016-03-02,116.0,Touchstone Pictures,Fresh,60.0,154.0,Rotten,58.0,68085.0,50.0,2005,USA,"A film adaptation of Steve Martin's novel about a complex love triangle between a bored salesgirl, a wealthy businessman and an aimless young man.",63.0,23144.0,0.365,0.635,0.0,-0.3182,0.0,1.0,0.0,0.0,62.17
445677,The Playlist,Fresh,2013-03-10,Short Term 12,R,Drama,2013-08-23,2016-11-19,96.0,Cinedigm,Fresh,98.0,173.0,Fresh,92.0,21495.0,100.0,2013,USA,A 20-something supervising staff member of a residential treatment facility navigates the troubled waters of that world alongside her co-worker and longtime boyfriend.,80.0,79731.0,0.0,0.559,0.441,0.743,0.175,0.825,0.0,-0.5267,88.38
445803,Movie Nation,Rotten,2017-07-24,Shot Caller,R,Action & Adventure,2017-08-18,2017-08-18,120.0,Saban Films,Fresh,69.0,48.0,Fresh,80.0,3821.0,37.5,2017,USA,A newly released prisoner is forced by the leaders of his gang to orchestrate a major crime with a brutal rival gang on the streets of Southern California.,73.0,68750.0,0.444,0.556,0.0,-0.6124,0.116,0.747,0.137,0.128,70.27
445836,Arkansas Democrat-Gazette,Fresh,2007-12-14,Shotgun Stories,PG-13,Art House & International,2007-10-12,2016-11-30,92.0,International Film Circuit,Fresh,90.0,49.0,Fresh,80.0,4796.0,92.0,2007,USA,"Shotgun Stories tracks a feud that erupts between two sets of half brothers following the death of their father. Set against the cotton fields and back roads of Southeast Arkansas, these ...",72.0,9755.0,0.0,0.865,0.135,0.3612,0.0,0.721,0.279,0.7351,79.7
445865,One Guy's Opinion,Rotten,2018-05-17,Show Dogs,PG,Comedy,2018-05-18,2018-08-07,92.0,Global Road Entertainment,Rotten,16.0,63.0,Rotten,25.0,706.0,25.0,2018,UK,"Max, a macho, solitary Rottweiler police dog is ordered to go undercover as a primped show dog in a prestigious Dog Show, along with his human partner, to avert a disaster from happening.",37.0,4047.0,0.289,0.711,0.0,-0.7579,0.136,0.798,0.066,-0.4118,27.51
445912,ReelViews,Rotten,2000-01-01,Showgirls,NC17,Drama,1995-09-22,2016-11-25,131.0,MGM Home Entertainment,Rotten,21.0,61.0,Rotten,37.0,56870.0,12.5,1995,France,"Nomi, a young drifter, arrives in Las Vegas to become a dancer and soon sets about clawing and pushing her way to become the top of the Vegas showgirls.",49.0,61027.0,0.369,0.631,0.0,-0.6249,0.358,0.642,0.0,-0.7717,36.17
445945,TheFilmFile.com,Fresh,2000-01-01,Shrek,PG,Animation,2001-05-18,2015-11-25,89.0,Dreamworks,Fresh,88.0,205.0,Fresh,90.0,1378744.0,87.5,2001,USA,"A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.",78.0,600116.0,0.0,1.0,0.0,0.0,0.0,0.9,0.1,0.4404,84.68
446049,Slant Magazine,Rotten,2004-04-04,Shrek 2,PG,Animation,2004-05-19,2015-11-25,92.0,Dreamworks,Fresh,89.0,236.0,Fresh,69.0,34232524.0,25.0,2004,USA,"Shrek and Fiona travel to the Kingdom of Far Far Away, where Fiona's parents are King and Queen, to celebrate their marriage. When they arrive, they find they are not as welcome as they thought they would be.",72.0,410089.0,0.0,0.894,0.106,0.3818,0.049,0.634,0.317,0.8409,77.29
446222,EmanuelLevy.Com,Fresh,2007-05-06,Shrek the Third,PG,Animation,2007-05-18,2015-11-25,93.0,Dreamworks,Rotten,41.0,213.0,Rotten,52.0,2218576.0,75.0,2007,USA,"When his new father-in-law, King Harold falls ill, Shrek is looked at as the heir to the land of Far, Far Away. Not one to give up his beloved swamp, Shrek recruits his friends Donkey and Puss in Boots to install the rebellious Artie as the new king. Princess Fiona, however, rallies a band of royal girlfriends to fend off a coup d'etat by the jilted Prince Charming.",61.0,274290.0,0.091,0.798,0.11,0.1265,0.0,0.871,0.129,0.5499,52.87
446393,Cinematical,Rotten,2010-04-22,Shrek Forever After,PG,Action & Adventure,2010-05-21,2015-11-25,95.0,Paramount,Rotten,58.0,199.0,Rotten,54.0,353140.0,50.0,2010,USA,Rumpelstiltskin tricks a mid-life crisis burdened Shrek into allowing himself to be erased from existence and cast in a dark alternate timeline where Rumpelstiltskin rules supreme.,63.0,180304.0,0.0,0.776,0.224,0.5994,0.0,0.878,0.122,0.3612,59.25
446553,Chicago Sun-Times,Rotten,2016-11-08,Shut In,PG-13,Mystery & Suspense,2016-11-11,2017-02-21,91.0,EuropaCorp,Rotten,7.0,44.0,Rotten,22.0,5118.0,37.5,2016,Canada,"A widowed child psychologist lives an isolated existence in rural New England. Caught in a deadly winter storm, she must find a way to rescue a young boy before he disappears forever.",48.0,12367.0,0.202,0.606,0.192,-0.0772,0.292,0.519,0.188,-0.4939,27.96
446619,Slant Magazine,Rotten,2018-07-08,Siberia,R,Drama,2018-07-13,2018-07-19,104.0,Saban Films,Rotten,12.0,49.0,Rotten,17.0,350.0,25.0,2018,Netherlands,"Goof and Hugo are flatmates in Amsterdam who have made a tidy sum from having sex with tourists, then robbing them. Their goal is to spend the money together on a world trip and their scam ...",64.0,910.0,0.0,1.0,0.0,0.0,0.128,0.664,0.208,0.2023,30.74
446724,The Playlist,Fresh,2015-05-19,Sicario,R,Action & Adventure,2015-10-02,2015-12-22,121.0,Lionsgate,Fresh,92.0,272.0,Fresh,85.0,67807.0,75.0,2015,Venezuela,"Jairo, sick of living on the fringes of society, fed up with poverty and a terrible family life, enters the world of crime as a Hired Assassin. Once he is really deep into the world of killing for money and dying if necessary, he decides to change the course of his life. But it is too late: he is on a road of no return, and there is no way he can escape his fate.",64.0,321.0,0.0,0.827,0.173,0.6439,0.0,0.822,0.178,0.6597,81.93
447108,Independent (UK),Fresh,2018-06-21,Sicario: Day of the Soldado,R,Action & Adventure,2018-06-29,2018-09-18,122.0,Columbia Pictures,Fresh,62.0,285.0,Fresh,65.0,4993.0,80.0,2018,USA,"The drug war on the U.S.-Mexico border has escalated as the cartels have begun trafficking terrorists across the US border. To fight the war, federal agent Matt Graver re-teams with the mercurial Alejandro.",71.0,119798.0,0.0,1.0,0.0,0.0,0.225,0.57,0.205,-0.1796,65.41
447307,Film-Forward.com,Fresh,2013-10-22,Siddharth,NR,Drama,2014-06-27,2017-05-22,96.0,Zeitgeist Films,Fresh,90.0,41.0,Fresh,77.0,380.0,75.0,2014,Canada,"A chain-wallah from Delhi travels across India in search of his missing son, in the hopes that whoever took him, returns him unharmed.",73.0,632.0,0.0,0.882,0.118,0.4939,0.0,0.814,0.186,0.4939,78.37
447334,ComingSoon.net,Fresh,2013-01-24,Side Effects,R,Drama,2013-02-08,2015-12-09,105.0,Open Road Films,Fresh,82.0,222.0,Fresh,70.0,69766.0,75.0,2013,USA,A young woman fumbles with love and ethics as she navigates a career with one of corporate America's darlings...the pharmaceutical industry.,49.0,1056.0,0.0,0.785,0.215,0.4767,0.0,0.61,0.39,0.8225,71.38
447670,Film Freak Central,Fresh,2004-09-12,Sideways,R,Comedy,2004-09-13,2015-11-25,126.0,Fox Searchlight Pictures,Fresh,97.0,233.0,Fresh,79.0,197689.0,75.0,2004,USA,"Two men reaching middle age with not much to show but disappointment embark on a week-long road trip through California's wine country, just as one is about to take a trip down the aisle.",75.0,177052.0,0.0,0.647,0.353,0.507,0.0,0.35,0.65,0.9558,84.9
447843,Entertainment Weekly,Fresh,2018-09-06,Sierra Burgess Is a Loser,PG-13,Comedy,2018-09-07,2018-09-08,105.0,Netflix,Fresh,61.0,38.0,Rotten,30.0,1361.0,75.0,2018,USA,A case of mistaken identity results in unexpected romance when the most popular girl in high school and the biggest loser must come together to win over their crushes.,58.0,33472.0,0.0,0.727,0.273,0.7184,0.061,0.642,0.297,0.8573,51.79
447867,Daily Telegraph (UK),Fresh,2012-05-24,Sightseers,NR,Comedy,2013-05-10,2016-07-01,88.0,IFC Films,Fresh,85.0,107.0,Fresh,62.0,9054.0,80.0,2013,UK,"Chris wants to show girlfriend Tina his world, but events soon conspire against the couple and their dream caravan holiday takes a very wrong turn.",65.0,26241.0,0.193,0.729,0.078,-0.4939,0.207,0.583,0.21,-0.2263,71.69
447949,Cinematical,Fresh,2007-01-26,The Signal,R,Horror,2008-02-22,2017-02-17,101.0,Magnolia Pictures,Rotten,59.0,70.0,Rotten,58.0,9740.0,80.0,2008,USA,"A horror film told in three parts, from three perspectives, in which a mysterious transmission that turns people into killers invades every cell phone, radio, and television.",60.0,20201.0,0.262,0.417,0.322,0.3775,0.175,0.627,0.197,-0.1027,56.84
448055,Hollywood Report Card,Fresh,2002-07-21,Signs,PG-13,Mystery & Suspense,2002-08-02,2016-08-11,106.0,Buena Vista Pictures,Fresh,74.0,236.0,Fresh,67.0,921317.0,62.5,2002,USA,A family living on a farm finds mysterious crop circles in their fields which suggests something more frightening to come.,67.0,331801.0,0.204,0.716,0.08,-0.3919,0.0,0.862,0.138,0.34,70.12
448223,AwardsCircuit.com,Fresh,2016-12-10,Silence,R,Drama,2017-01-13,2017-03-14,161.0,Paramount Pictures,Fresh,83.0,281.0,Fresh,69.0,25333.0,100.0,2017,USA,A little girl is quickly surrounded by a group of law-enforcement professionals and a psychologist after she witnesses a murder.,47.0,222.0,0.0,0.717,0.283,0.8971,0.0,0.8,0.2,0.6705,71.33
448987,Entertainment Weekly,Fresh,1991-02-13,The Silence of the Lambs,R,Horror,1991-02-13,2015-08-27,119.0,Orion Pictures Corporation,Fresh,96.0,101.0,Fresh,95.0,847028.0,100.0,1991,USA,"A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims.",86.0,1234134.0,0.0,0.664,0.336,0.7269,0.108,0.698,0.195,0.25,91.89
449044,Peterborough This Week,Fresh,2006-04-20,Silent Hill,R,Action & Adventure,2006-04-21,2012-04-16,119.0,Sony Pictures,Rotten,31.0,101.0,Fresh,63.0,367131.0,90.0,2006,Canada,"A woman, Rose, goes in search for her adopted daughter within the confines of a strange, desolate town called Silent Hill.",65.0,210865.0,0.227,0.644,0.129,-0.3182,0.0,0.911,0.089,0.2846,51.62
449118,Blu-ray.com,Rotten,2012-10-25,Silent Hill: Revelation,R,Horror,2012-10-26,2016-05-23,95.0,Open Road Films,Rotten,10.0,60.0,Rotten,35.0,42313.0,25.0,2012,Canada,"When her adoptive father disappears, Sharon Da Silva is drawn into a strange and terrifying alternate reality that holds answers to the horrific nightmares that have plagued her since childhood.",50.0,59539.0,0.205,0.74,0.055,-0.6705,0.249,0.751,0.0,-0.743,31.24
449168,Total Film,Fresh,2012-01-03,Silent House,R,Horror,2012-03-09,2015-09-10,88.0,Open Road Films,Rotten,43.0,135.0,Rotten,30.0,42307.0,60.0,2012,USA,A girl is trapped inside her family's lakeside retreat and becomes unable to contact the outside world as supernatural forces haunt the house with mysterious energy and consequences.,52.0,21541.0,0.186,0.452,0.362,0.6808,0.331,0.588,0.08,-0.8126,44.54
449278,Sci-Fi Movie Page,Fresh,2000-01-01,Silent Running,G,Action & Adventure,1972-01-01,2014-03-18,89.0,MCA Universal Home Video,Fresh,68.0,28.0,Fresh,66.0,9066.0,75.0,1972,USA,"In a future where all flora is extinct on Earth, an astronaut is given orders to destroy the last of Earth's botany, kept in a greenhouse aboard a spacecraft.",67.0,26128.0,0.269,0.206,0.525,0.3597,0.12,0.779,0.101,0.1012,67.63
449291,TheFilmFile.com,Rotten,2004-08-15,Silver City,R,Comedy,2004-09-17,2017-01-19,128.0,Newmarket Films,Rotten,48.0,128.0,Rotten,32.0,2758.0,50.0,2004,USA,"Having masterminded the hold up of his company office, a mining engineer is barred from the industry. He then sets up shop as an assayer, scheming to acquire a rich silver mine lease from its operators.",61.0,240.0,0.142,0.81,0.048,-0.5499,0.474,0.526,0.0,-0.4019,50.07
449471,JoBlo's Movie Network,Fresh,2012-09-12,Silver Linings Playbook,R,Comedy,2012-11-21,2017-04-01,122.0,The Weinstein Company,Fresh,92.0,256.0,Fresh,86.0,260499.0,90.0,2012,USA,"After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own.",77.0,651122.0,0.0,0.745,0.255,0.802,0.043,0.69,0.268,0.8338,84.29
449668,Apollo Guide,Fresh,2000-01-01,Silverado,PG-13,Action & Adventure,1985-01-01,2012-04-16,132.0,Sony Pictures Home Entertainment,Fresh,76.0,34.0,Fresh,80.0,23274.0,85.0,1985,USA,A misfit bunch of friends come together to right the injustices which exist in a small town.,72.0,37166.0,0.0,0.427,0.573,0.7717,0.0,0.816,0.184,0.5574,75.68
449685,Nitrate Online,Rotten,2000-01-01,Simon Birch,PG,Comedy,1998-09-11,2016-08-10,113.0,Buena Vista,Rotten,44.0,32.0,Fresh,77.0,50386.0,37.5,1998,USA,A young boy with stunted growth is convinced that God has a great purpose for him.,68.0,20300.0,0.0,1.0,0.0,0.0,0.135,0.865,0.0,-0.1027,64.33
449691,AV Club,Fresh,2012-01-21,Simon Killer,NR,Drama,2013-04-05,2017-04-06,105.0,IFC Films,Fresh,77.0,61.0,Rotten,51.0,1159.0,83.0,2013,USA,"A recent college graduate flees to Paris after a break-up, where his involvement with a prostitute begins to reveal a potentially dark recent past.",63.0,4112.0,0.346,0.654,0.0,-0.8402,0.285,0.61,0.105,-0.743,64.96
449730,eFilmCritic.com,Rotten,2000-01-01,Simon Sez,PG-13,Action & Adventure,1999-09-24,2015-01-28,82.0,Sony Pictures Home Entertainment,Rotten,0.0,20.0,Rotten,17.0,2663.0,20.0,1999,Germany,Basketball superstar Dennis Rodman stars as a hip Interpol agent attempting to defeat the deadly plans of a crazed arms dealer.,25.0,6556.0,0.19,0.81,0.0,-0.5095,0.303,0.536,0.161,-0.7766,15.61
449742,Seattle Post-Intelligencer,Rotten,2000-01-01,Simpatico,R,Drama,1999-12-17,2018-04-08,106.0,New Line Home Entertainment,Rotten,25.0,61.0,Rotten,14.0,1147.0,42.0,1999,UK,"After scams at horse races and making lots of money, 3 young people split. 20 years later, one of them, a drunk, creates chaos with photos from back then.",46.0,3289.0,0.104,0.792,0.104,0.0,0.343,0.657,0.0,-0.7003,33.39
449761,Internet Reviews,Fresh,2000-01-01,A Simple Plan,R,Drama,1998-12-04,2016-08-10,121.0,Paramount,Fresh,90.0,72.0,Fresh,81.0,39365.0,75.0,1998,UK,"Three blue-collar acquaintances come across millions of dollars in lost cash and make a plan to keep their find from the authorities, but it isn't long before complications and mistrust weave their way into the plan.",75.0,62089.0,0.0,0.894,0.106,0.2235,0.492,0.254,0.254,-0.5859,81.45
